account,opportunity_id,sales_agent,deal_stage,product,created_date,close_date,close_value
Singletechno,CVFJUYPM,Zane Levy,Lost,GTXPro,2017-03-02,2017-05-23,0.0
Labdrill,L5807I4N,Zane Levy,Won,GTXPro,2017-03-02,2017-03-16,4277.0
Globex Corporation,Q1ZKBGV5,Anna Snelling,Won,MG Special,2017-03-03,2017-05-23,46.0
Rundofase,9JKODCAU,Anna Snelling,Won,MG Special,2017-03-03,2017-06-22,54.0
Donquadtech,LELWKXDX,Boris Faz,Won,GTX Plus Pro,2017-03-03,2017-06-08,6173.0
Ganjaflex,DA95Q0VE,Cassey Cress,Lost,MG Advanced,2017-03-03,2017-03-21,0.0
Sumace,5HMZH1Z9,Daniell Hammack,Lost,GTXPro,2017-03-03,2017-06-11,0.0
Toughzap,05QMFSF0,Darcel Schlecht,Lost,GTXPro,2017-03-03,2017-05-16,0.0
Konmatfix,JE245P8R,Darcel Schlecht,Won,GTX Plus Basic,2017-03-03,2017-05-28,1149.0
Silis,SFQMEZIW,Garret Kinder,Lost,GTX Basic,2017-03-03,2017-05-04,0.0
Dontechi,B8RR21XP,Jonathan Berthelot,Lost,GTX Plus Basic,2017-03-03,2017-03-16,0.0
Goodsilron,U85VV1BU,Kary Hendrixson,Won,GTX Basic,2017-03-03,2017-05-22,568.0
J-Texon,V6HB68BL,Kary Hendrixson,Won,GTX Basic,2017-03-03,2017-05-30,567.0
Genco Pura Olive Oil Company,H9JPB7GW,Lajuana Vencill,Won,GTX Basic,2017-03-03,2017-03-09,542.0
Conecom,8LFNU39A,Marty Freudenburg,Lost,GTX Basic,2017-03-03,2017-05-28,0.0
Funholding,SWPTTVQZ,Marty Freudenburg,Won,GTX Plus Basic,2017-03-03,2017-03-16,1062.0
Fasehatice,GKJLM1UR,Maureen Marcano,Won,GTX Plus Basic,2017-03-03,2017-03-13,1057.0
Globex Corporation,8L1ZHTPL,Moses Frase,Won,GTX Plus Basic,2017-03-03,2017-06-01,1020.0
Green-Plus,4XX690SP,Zane Levy,Won,GTX Basic,2017-03-03,2017-05-11,535.0
Codehow,JSDGELLK,Anna Snelling,Won,GTX Basic,2017-03-04,2017-06-13,522.0
Rangreen,LV1754PS,Anna Snelling,Won,GTX Basic,2017-03-04,2017-05-14,544.0
Genco Pura Olive Oil Company,JIYYV11P,Anna Snelling,Won,MG Advanced,2017-03-04,2017-06-07,3081.0
dambase,6TB7XA83,Cecily Lampkin,Won,MG Special,2017-03-04,2017-05-18,51.0
Zencorporation,U5UM9W8V,Corliss Cosme,Lost,GTX Plus Basic,2017-03-04,2017-05-09,0.0
Acme Corporation,POB32WHJ,Daniell Hammack,Lost,GTX Plus Basic,2017-03-04,2017-05-06,0.0
Streethex,4T8KR12S,Darcel Schlecht,Won,GTX Plus Basic,2017-03-04,2017-03-20,1076.0
Y-corporation,JA0D4V57,James Ascencio,Won,MG Advanced,2017-03-04,2017-05-09,3685.0
Hottechi,6CKB8I8U,Jonathan Berthelot,Lost,GTX Plus Basic,2017-03-04,2017-05-13,0.0
Golddex,HKBAON9X,Kami Bicknell,Won,GTXPro,2017-03-04,2017-05-18,3997.0
Y-corporation,7S1N6QHI,Kami Bicknell,Won,MG Special,2017-03-04,2017-03-18,51.0
Sunnamplex,CHI2T3IH,Kami Bicknell,Won,MG Advanced,2017-03-04,2017-03-21,3164.0
Funholding,X7HK448T,Lajuana Vencill,Won,GTX Basic,2017-03-04,2017-06-22,496.0
Faxquote,1YYN3PBU,Markita Hansen,Lost,MG Advanced,2017-03-04,2017-05-13,0.0
Stanredtax,R4L36Y0P,Marty Freudenburg,Won,GTX Basic,2017-03-04,2017-03-26,579.0
Xx-holding,CPTEPYPZ,Maureen Marcano,Lost,GTX Basic,2017-03-04,2017-05-20,0.0
Bioholding,AJJ7VJWA,Niesha Huffines,Lost,GTXPro,2017-03-04,2017-05-02,0.0
Treequote,8BR6E4S6,Niesha Huffines,Lost,GTXPro,2017-03-04,2017-05-27,0.0
Kan-code,YNKWBEEN,Reed Clapper,Won,GTX Basic,2017-03-04,2017-06-27,521.0
Gekko & Co,SARVIBLS,Reed Clapper,Won,MG Advanced,2017-03-04,2017-03-07,3889.0
Plussunin,M4ZNQTEQ,Rosie Papadopoulos,Won,MG Advanced,2017-03-04,2017-03-12,3340.0
Finhigh,K0GWTWYL,Versie Hillebrand,Lost,MG Special,2017-03-04,2017-03-20,0.0
Cheers,TCSQO748,Vicki Laflamme,Lost,GTXPro,2017-03-04,2017-05-11,0.0
Blackzim,ITCY8YV0,Zane Levy,Won,GTXPro,2017-03-04,2017-06-11,5876.0
Toughzap,SAUAOZVO,Anna Snelling,Won,GTX Plus Pro,2017-03-05,2017-05-29,5092.0
Massive Dynamic,1XHLB0Q5,Boris Faz,Lost,GTX Plus Basic,2017-03-05,2017-05-09,0.0
Acme Corporation,OJVA8ZEK,Daniell Hammack,Won,GTX Plus Basic,2017-03-05,2017-06-08,966.0
Opentech,UAX3F7D4,Daniell Hammack,Won,GTX Plus Pro,2017-03-05,2017-03-21,6024.0
Condax,7PDUWDGT,Daniell Hammack,Won,MG Advanced,2017-03-05,2017-03-14,3759.0
Streethex,QWJ2TRQM,Darcel Schlecht,Lost,GTXPro,2017-03-05,2017-05-24,0.0
Donquadtech,3AU5SZ3V,Donn Cantrell,Won,GTXPro,2017-03-05,2017-03-23,4443.0
Cheers,BVOO33UA,Hayden Neloms,Won,MG Advanced,2017-03-05,2017-06-28,3397.0
Singletechno,SC7XGQVA,James Ascencio,Lost,GTX Plus Pro,2017-03-05,2017-03-15,0.0
Sunnamplex,UY45Y7AM,James Ascencio,Lost,MG Special,2017-03-05,2017-05-14,0.0
Domzoom,M92Y63Q3,Jonathan Berthelot,Won,MG Special,2017-03-05,2017-05-05,59.0
Cancity,JXAYTFNI,Lajuana Vencill,Lost,GTX Basic,2017-03-05,2017-05-12,0.0
dambase,BMM5D5R4,Lajuana Vencill,Lost,GTX Basic,2017-03-05,2017-05-21,0.0
Rangreen,PSGTTYUT,Lajuana Vencill,Won,GTX Basic,2017-03-05,2017-06-06,494.0
Codehow,JRC2PMKX,Lajuana Vencill,Won,GTX Plus Basic,2017-03-05,2017-05-16,1060.0
Scottech,6M5LV1ZE,Marty Freudenburg,Lost,MG Special,2017-03-05,2017-05-26,0.0
Vehement Capital Partners,IBZQBCSU,Rosie Papadopoulos,Lost,MG Special,2017-03-05,2017-05-19,0.0
Domzoom,YABTM1G5,Versie Hillebrand,Lost,GTX Basic,2017-03-05,2017-05-30,0.0
Faxquote,FPTH6URQ,Vicki Laflamme,Won,GTX Basic,2017-03-05,2017-05-11,624.0
Goodsilron,S3XE14XP,Vicki Laflamme,Won,GTX Basic,2017-03-05,2017-05-08,565.0
Konex,U6Q0T9KV,Vicki Laflamme,Won,GTX Basic,2017-03-05,2017-06-14,642.0
Betasoloin,HRWHRCH8,Violet Mclelland,Won,MG Special,2017-03-05,2017-03-14,48.0
Donware,8B29CRQL,Violet Mclelland,Won,MG Special,2017-03-05,2017-05-19,60.0
Kan-code,3KM8WN7L,Boris Faz,Won,GTX Basic,2017-03-06,2017-05-18,522.0
Umbrella Corporation,S0XILDHQ,Cassey Cress,Won,GTX Plus Pro,2017-03-06,2017-03-18,4701.0
Scottech,ZVR3CS7N,Darcel Schlecht,Lost,GTX Plus Pro,2017-03-06,2017-05-20,0.0
Singletechno,AZH0INTS,Elease Gluck,Won,GTXPro,2017-03-06,2017-03-13,4987.0
Inity,9AMJKJX6,Jonathan Berthelot,Won,GTX Basic,2017-03-06,2017-05-31,579.0
Kan-code,3NQBMKOK,Kary Hendrixson,Won,GTX Basic,2017-03-06,2017-06-29,494.0
Isdom,VBG91TQH,Marty Freudenburg,Won,GTX Basic,2017-03-06,2017-06-11,545.0
Y-corporation,QZE24X2H,Maureen Marcano,Won,GTX Basic,2017-03-06,2017-06-01,584.0
dambase,WSPBQ5YR,Moses Frase,Won,MG Advanced,2017-03-06,2017-06-09,3714.0
Finhigh,YJJ1BLPQ,Niesha Huffines,Won,MG Advanced,2017-03-06,2017-05-15,3423.0
Ron-tech,XUGTSB00,Niesha Huffines,Won,MG Advanced,2017-03-06,2017-03-19,3167.0
Acme Corporation,3DKK3JF3,Reed Clapper,Lost,GTX Basic,2017-03-06,2017-05-29,0.0
Xx-holding,I0TSIELX,Rosalina Dieter,Won,GTX Plus Basic,2017-03-06,2017-05-29,987.0
Konex,420PORSF,Rosie Papadopoulos,Lost,MG Advanced,2017-03-06,2017-06-06,0.0
Domzoom,DVCPCBMJ,Versie Hillebrand,Lost,MG Advanced,2017-03-06,2017-05-21,0.0
Dontechi,UMZ986GC,Versie Hillebrand,Won,MG Advanced,2017-03-06,2017-05-24,3428.0
Gekko & Co,UPQRP36U,Violet Mclelland,Lost,MG Special,2017-03-06,2017-05-22,0.0
Hottechi,RZI9HX5X,Zane Levy,Won,GTX Plus Basic,2017-03-06,2017-05-31,1149.0
Globex Corporation,WFJPWN9O,Anna Snelling,Won,GTX Plus Pro,2017-03-07,2017-06-11,6023.0
Bluth Company,2WH4NUR9,Cassey Cress,Lost,GTX Basic,2017-03-07,2017-06-04,0.0
Scottech,S93L97VV,Cecily Lampkin,Won,MG Special,2017-03-07,2017-03-17,47.0
Donquadtech,HRU8FNE1,Corliss Cosme,Won,GTX Basic,2017-03-07,2017-03-10,542.0
Xx-zobam,JDFN8AZI,Corliss Cosme,Won,GTXPro,2017-03-07,2017-03-16,4980.0
Funholding,11EK1VP7,Darcel Schlecht,Won,GTXPro,2017-03-07,2017-05-28,4978.0
Vehement Capital Partners,50HQRWGJ,Donn Cantrell,Won,GTXPro,2017-03-07,2017-06-10,5256.0
Hottechi,N90VSHI2,Elease Gluck,Won,GTXPro,2017-03-07,2017-06-07,4327.0
Donware,21PRD9FN,Garret Kinder,Won,GTXPro,2017-03-07,2017-05-15,5022.0
Bioholding,ITIQJARB,Gladys Colclough,Won,GTX Plus Pro,2017-03-07,2017-03-11,4887.0
Stanredtax,EAUV9J9L,Gladys Colclough,Won,MG Advanced,2017-03-07,2017-03-21,3724.0
Y-corporation,XWEZ1WNK,James Ascencio,Won,GTX Basic,2017-03-07,2017-03-11,535.0
Blackzim,JTSUYWUD,Kary Hendrixson,Lost,GTX Plus Pro,2017-03-07,2017-05-24,0.0
Singletechno,CJ5U6GX3,Markita Hansen,Won,MG Advanced,2017-03-07,2017-03-15,3969.0
Toughzap,HDUV7VJN,Moses Frase,Won,GTX Plus Pro,2017-03-07,2017-03-13,6805.0
Isdom,5OCY2XME,Niesha Huffines,Won,GTX Plus Basic,2017-03-07,2017-06-12,1190.0
Condax,1YB00UYY,Rosie Papadopoulos,Won,GTX Plus Pro,2017-03-07,2017-05-29,4821.0
Kinnamplus,Y23HQJRG,Violet Mclelland,Won,MG Special,2017-03-07,2017-05-06,53.0
Vehement Capital Partners,9HXSC391,Cassey Cress,Won,MG Advanced,2017-03-08,2017-05-22,3087.0
Bioholding,ENOMNCOJ,Cecily Lampkin,Won,MG Special,2017-03-08,2017-06-03,59.0
Bubba Gump,CG4TWLUR,Corliss Cosme,Won,GTX Plus Basic,2017-03-08,2017-06-02,857.0
Massive Dynamic,0FIG6ZP2,Daniell Hammack,Won,GTX Plus Basic,2017-03-08,2017-06-27,1142.0
Ganjaflex,IA62KQBO,Donn Cantrell,Won,GTX Basic,2017-03-08,2017-05-14,566.0
Xx-zobam,C54ZXDLT,Garret Kinder,Won,MG Advanced,2017-03-08,2017-03-18,4291.0
Rantouch,X96MMTCI,Hayden Neloms,Won,GTX Plus Basic,2017-03-08,2017-06-16,1039.0
Xx-holding,P4RDU8QM,Hayden Neloms,Won,MG Advanced,2017-03-08,2017-05-19,3151.0
Gogozoom,7C9Q2ZA3,Jonathan Berthelot,Won,GTX Basic,2017-03-08,2017-03-24,590.0
Ron-tech,YZ1EYM3Y,Jonathan Berthelot,Won,MG Advanced,2017-03-08,2017-03-18,3217.0
Zoomit,M7J5BV9Q,Kami Bicknell,Won,GTX Basic,2017-03-08,2017-03-11,597.0
Newex,MDRX39D8,Kary Hendrixson,Won,GTXPro,2017-03-08,2017-05-11,4918.0
Scotfind,7GRFWF1U,Kary Hendrixson,Won,GTXPro,2017-03-08,2017-03-19,5266.0
Finhigh,EHP6OQ69,Lajuana Vencill,Lost,MG Advanced,2017-03-08,2017-05-14,0.0
Singletechno,4R1NMA9E,Markita Hansen,Lost,GTX Basic,2017-03-08,2017-05-17,0.0
Blackzim,CDA8Y12G,Markita Hansen,Won,MG Special,2017-03-08,2017-05-07,61.0
Faxquote,RYLLRATF,Markita Hansen,Won,MG Advanced,2017-03-08,2017-05-31,3470.0
Betatech,KEF5O2Q6,Moses Frase,Lost,GTX Basic,2017-03-08,2017-06-26,0.0
Newex,Y38ULZPM,Rosalina Dieter,Won,MG Special,2017-03-08,2017-05-28,48.0
Acme Corporation,YFP8IZ98,Rosie Papadopoulos,Won,MG Special,2017-03-08,2017-06-22,61.0
Blackzim,U9CDTLZM,Vicki Laflamme,Lost,MG Special,2017-03-08,2017-05-26,0.0
Silis,V5AN4BZF,Violet Mclelland,Lost,GTX Basic,2017-03-08,2017-05-29,0.0
Y-corporation,58J6HCYK,Zane Levy,Lost,GTX Basic,2017-03-08,2017-06-05,0.0
Plusstrip,GDGR4C37,Zane Levy,Lost,GTX Plus Basic,2017-03-08,2017-05-27,0.0
Inity,COOYICXU,Anna Snelling,Lost,GTX Basic,2017-03-09,2017-05-22,0.0
Hottechi,UALNIVAY,Anna Snelling,Lost,GTX Plus Pro,2017-03-09,2017-05-11,0.0
Streethex,E5UW8AGQ,Anna Snelling,Won,GTX Basic,2017-03-09,2017-06-11,595.0
Zumgoity,EWA9JFBA,Anna Snelling,Won,MG Special,2017-03-09,2017-06-01,51.0
Opentech,99DK6OHX,Boris Faz,Lost,MG Special,2017-03-09,2017-06-08,0.0
Kan-code,MK57PHV1,Cassey Cress,Won,GTXPro,2017-03-09,2017-05-25,4624.0
Finhigh,ZGZSYIJV,Darcel Schlecht,Lost,GTX Plus Basic,2017-03-09,2017-05-15,0.0
Bioholding,6LI7FXQT,Darcel Schlecht,Lost,MG Special,2017-03-09,2017-05-28,0.0
Funholding,D01U0UR8,Darcel Schlecht,Won,GTX Basic,2017-03-09,2017-06-17,571.0
Lexiqvolax,9LFX3HBC,Elease Gluck,Won,MG Advanced,2017-03-09,2017-03-25,3333.0
Isdom,JP3IMU5X,Gladys Colclough,Won,GTX Plus Pro,2017-03-09,2017-05-16,4853.0
Toughzap,5I8WOI8P,Gladys Colclough,Won,MG Special,2017-03-09,2017-06-08,51.0
Cheers,7C9BUYV0,James Ascencio,Lost,GTX Basic,2017-03-09,2017-05-23,0.0
Cheers,GMVW87C4,Kami Bicknell,Won,GTXPro,2017-03-09,2017-06-17,5035.0
Codehow,NY9ARKRE,Marty Freudenburg,Won,MG Special,2017-03-09,2017-06-01,51.0
Dalttechnology,XO3XXR9X,Maureen Marcano,Won,GTXPro,2017-03-09,2017-06-09,4342.0
Codehow,8QBIFURM,Versie Hillebrand,Lost,MG Advanced,2017-03-09,2017-03-13,0.0
Vehement Capital Partners,ZWAJWK40,Violet Mclelland,Won,MG Special,2017-03-09,2017-06-22,48.0
Kan-code,WQ0C723A,Zane Levy,Won,GTX Plus Pro,2017-03-09,2017-05-18,5215.0
Streethex,RCQ32MXL,Anna Snelling,Lost,GTX Plus Basic,2017-03-10,2017-05-12,0.0
Gogozoom,396WP6JS,Anna Snelling,Won,MG Special,2017-03-10,2017-03-19,58.0
Finhigh,57689GK9,Cecily Lampkin,Won,MG Advanced,2017-03-10,2017-03-20,3587.0
Warephase,S2WDGIHL,Cecily Lampkin,Won,MG Advanced,2017-03-10,2017-05-29,2915.0
Konex,8VG88HMH,Daniell Hammack,Won,GTXPro,2017-03-10,2017-06-28,4762.0
Gekko & Co,TF7HCU69,Garret Kinder,Won,GTX Plus Basic,2017-03-10,2017-06-12,1062.0
Finhigh,0EX7ML4W,Gladys Colclough,Lost,GTX Plus Pro,2017-03-10,2017-05-10,0.0
Kan-code,5BSHJG7W,Kary Hendrixson,Lost,GTX Basic,2017-03-10,2017-05-30,0.0
Kan-code,HW38EMKM,Maureen Marcano,Lost,GTX Plus Pro,2017-03-10,2017-03-20,0.0
Massive Dynamic,B5QCN9H7,Violet Mclelland,Lost,MG Special,2017-03-10,2017-05-29,0.0
Zencorporation,X7M4GO0J,Violet Mclelland,Won,GTX Plus Basic,2017-03-10,2017-06-28,1074.0
Newex,JYI35PPE,Zane Levy,Lost,MG Special,2017-03-10,2017-05-05,0.0
Inity,6XHE52MV,Anna Snelling,Lost,MG Special,2017-03-11,2017-05-30,0.0
Scottech,0YN6EALP,Anna Snelling,Won,MG Special,2017-03-11,2017-03-17,57.0
Zotware,A4LUP6W6,Cassey Cress,Won,GTX Basic,2017-03-11,2017-05-22,586.0
Rundofase,KUK2H5MD,Cecily Lampkin,Won,GTX Plus Basic,2017-03-11,2017-06-13,1184.0
Silis,HTW9348H,Donn Cantrell,Lost,GTX Basic,2017-03-11,2017-05-19,0.0
Lexiqvolax,A6CE8BHR,James Ascencio,Lost,GTX Plus Basic,2017-03-11,2017-06-08,0.0
J-Texon,UI1UION3,James Ascencio,Won,GTX Basic,2017-03-11,2017-06-10,526.0
Condax,ZPX96Q40,James Ascencio,Won,GTX Plus Pro,2017-03-11,2017-06-12,5344.0
Konex,I0CYLPNE,James Ascencio,Won,GTXPro,2017-03-11,2017-05-22,4125.0
Dalttechnology,FGH181PC,Kami Bicknell,Won,GTX Basic,2017-03-11,2017-06-06,528.0
Singletechno,8OBC9CQE,Kami Bicknell,Won,MG Advanced,2017-03-11,2017-03-26,3254.0
Green-Plus,G3KFZ8KX,Kary Hendrixson,Lost,GTXPro,2017-03-11,2017-05-07,0.0
J-Texon,2Y84YR3K,Kary Hendrixson,Won,GTX Basic,2017-03-11,2017-05-24,516.0
Y-corporation,97QHOOWD,Kary Hendrixson,Won,GTX Basic,2017-03-11,2017-03-27,538.0
Codehow,YL7XWUYO,Lajuana Vencill,Won,GTX Basic,2017-03-11,2017-06-17,459.0
Cheers,VO8TFB31,Maureen Marcano,Lost,GTX Basic,2017-03-11,2017-06-26,0.0
Sunnamplex,Q949MQ5W,Maureen Marcano,Won,GTXPro,2017-03-11,2017-05-22,5137.0
Konmatfix,HZU0L5GS,Moses Frase,Won,MG Advanced,2017-03-11,2017-06-04,3330.0
Conecom,8RF8XVYF,Versie Hillebrand,Won,GTX Basic,2017-03-11,2017-05-10,589.0
Goodsilron,ZILYYA1V,Vicki Laflamme,Won,MG Special,2017-03-11,2017-03-30,45.0
Funholding,NH0WGTR4,Anna Snelling,Lost,MG Special,2017-03-12,2017-05-25,0.0
Opentech,WBJX6O2D,Cassey Cress,Won,GTX Plus Pro,2017-03-12,2017-06-11,5664.0
Streethex,1IHNDN80,Cecily Lampkin,Lost,MG Advanced,2017-03-12,2017-05-02,0.0
Initech,T14K7M5G,Corliss Cosme,Won,GTX Plus Basic,2017-03-12,2017-06-11,1074.0
Globex Corporation,XPP2Q5WQ,Darcel Schlecht,Lost,GTX Plus Basic,2017-03-12,2017-05-02,0.0
Treequote,FM4LX5O0,Darcel Schlecht,Lost,GTXPro,2017-03-12,2017-05-26,0.0
Finjob,HG07756D,Elease Gluck,Won,GTX Basic,2017-03-12,2017-03-31,481.0
Labdrill,E7YSM99K,Elease Gluck,Won,GTX Plus Basic,2017-03-12,2017-06-02,1101.0
Warephase,4D1FP59D,Gladys Colclough,Won,GTX Basic,2017-03-12,2017-06-23,522.0
Y-corporation,TK29F68V,Hayden Neloms,Won,MG Special,2017-03-12,2017-06-13,49.0
Newex,N3H82NHO,Kami Bicknell,Won,GTXPro,2017-03-12,2017-06-02,4865.0
Isdom,GTANESSU,Lajuana Vencill,Won,GTX Plus Basic,2017-03-12,2017-05-22,991.0
Dontechi,LA0O6BHX,Lajuana Vencill,Won,GTX Plus Pro,2017-03-12,2017-05-27,4509.0
Nam-zim,RRKQ0P07,Markita Hansen,Won,GTXPro,2017-03-12,2017-05-03,5169.0
Sonron,J4V3VKQ5,Maureen Marcano,Won,GTX Basic,2017-03-12,2017-03-27,491.0
Labdrill,17U8549G,Maureen Marcano,Won,GTXPro,2017-03-12,2017-06-15,4281.0
Finhigh,G281LUYF,Niesha Huffines,Lost,GTX Plus Basic,2017-03-12,2017-05-08,0.0
Umbrella Corporation,4NAK1XFV,Rosie Papadopoulos,Lost,MG Special,2017-03-12,2017-05-18,0.0
Kinnamplus,Y34MVXP3,Rosie Papadopoulos,Won,MG Advanced,2017-03-12,2017-06-27,3443.0
Gogozoom,N8G3G1UF,Versie Hillebrand,Won,MG Special,2017-03-12,2017-05-29,60.0
Hottechi,SDXZB8MC,Versie Hillebrand,Won,MG Special,2017-03-12,2017-06-20,53.0
Finjob,PFUE2JYB,Vicki Laflamme,Won,MG Special,2017-03-12,2017-05-26,56.0
Scotfind,4A8SFEJ2,Zane Levy,Won,GTX Basic,2017-03-12,2017-03-17,665.0
Inity,HEG8WPQF,Anna Snelling,Won,GTX Plus Basic,2017-03-13,2017-05-09,1140.0
Streethex,0FST40LV,Anna Snelling,Won,MG Special,2017-03-13,2017-05-25,52.0
Warephase,I7WERQ6B,Anna Snelling,Won,MG Special,2017-03-13,2017-06-08,52.0
Donquadtech,T7UYHDUN,Boris Faz,Lost,GTX Plus Pro,2017-03-13,2017-03-24,0.0
Konmatfix,V0EIMVES,Cecily Lampkin,Won,GTX Plus Pro,2017-03-13,2017-05-13,5121.0
Rundofase,DL4SZAGH,Cecily Lampkin,Won,MG Advanced,2017-03-13,2017-03-31,3611.0
Massive Dynamic,RVIU1YQ8,Corliss Cosme,Won,MG Special,2017-03-13,2017-03-24,50.0
Rundofase,ZNSWDHTJ,Darcel Schlecht,Won,GTX Basic,2017-03-13,2017-05-15,618.0
Globex Corporation,A2G8VYZY,Darcel Schlecht,Won,GTX Plus Basic,2017-03-13,2017-03-17,1247.0
Donware,Y9B94N72,Garret Kinder,Won,MG Special,2017-03-13,2017-05-03,55.0
Singletechno,34MBPHRL,Hayden Neloms,Won,GTX Plus Basic,2017-03-13,2017-06-17,1157.0
Hottechi,K73K8IQ3,Kary Hendrixson,Won,GTX Basic,2017-03-13,2017-05-22,537.0
Dalttechnology,8L5WBK75,Kary Hendrixson,Won,GTXPro,2017-03-13,2017-03-30,4955.0
Singletechno,Z1RN8D42,Kary Hendrixson,Won,GTXPro,2017-03-13,2017-06-02,5606.0
Isdom,JV1NCDKP,Moses Frase,Won,MG Special,2017-03-13,2017-05-11,57.0
Sunnamplex,ECCVMNUZ,Rosalina Dieter,Won,MG Special,2017-03-13,2017-05-20,66.0
Dalttechnology,A3GVFKYP,Zane Levy,Won,GTXPro,2017-03-13,2017-06-27,5113.0
Sunnamplex,COTHR6F7,Zane Levy,Won,GTXPro,2017-03-13,2017-05-22,4595.0
Gekko & Co,3OAEEV0S,Cassey Cress,Won,MG Advanced,2017-03-14,2017-03-21,3503.0
Mathtouch,RTH5O6ZW,Cassey Cress,Won,MG Advanced,2017-03-14,2017-06-13,3600.0
Massive Dynamic,GH6U8WWN,Daniell Hammack,Won,GTX Basic,2017-03-14,2017-03-19,425.0
Dontechi,GVNI96XB,Darcel Schlecht,Won,GTXPro,2017-03-14,2017-06-20,4565.0
Ron-tech,KC324LPK,Darcel Schlecht,Won,GTXPro,2017-03-14,2017-05-22,4754.0
dambase,2Y2R082L,Darcel Schlecht,Won,MG Special,2017-03-14,2017-05-06,62.0
Betasoloin,HALGOQ5D,Donn Cantrell,Won,GTXPro,2017-03-14,2017-05-30,4688.0
Golddex,1R38Y0C1,Elease Gluck,Won,MG Advanced,2017-03-14,2017-03-20,3386.0
Xx-zobam,3QQW8VJ2,Garret Kinder,Won,GTXPro,2017-03-14,2017-06-06,3869.0
Streethex,8JS4BWQ7,Gladys Colclough,Won,GTX Basic,2017-03-14,2017-03-24,615.0
Finhigh,78TOITP2,Gladys Colclough,Won,MG Special,2017-03-14,2017-05-18,55.0
Isdom,BSA76OL5,Marty Freudenburg,Lost,GTX Basic,2017-03-14,2017-05-17,0.0
Hatfan,YHNBSXPN,Maureen Marcano,Won,GTX Plus Basic,2017-03-14,2017-03-25,1019.0
Blackzim,TW6D3KT4,Maureen Marcano,Won,MG Advanced,2017-03-14,2017-05-12,2798.0
Streethex,Z8RI8RLU,Moses Frase,Won,GTX Basic,2017-03-14,2017-06-03,502.0
Isdom,FT0L8HZZ,Moses Frase,Won,MG Advanced,2017-03-14,2017-03-16,3323.0
Condax,AW0GW33Q,Reed Clapper,Lost,GTX Plus Basic,2017-03-14,2017-06-11,0.0
Nam-zim,IJLPV177,Rosalina Dieter,Lost,MG Special,2017-03-14,2017-03-30,0.0
Nam-zim,9UVKASFY,Vicki Laflamme,Lost,GTX Plus Pro,2017-03-14,2017-05-27,0.0
Finjob,KKSMEP2A,Vicki Laflamme,Lost,MG Advanced,2017-03-14,2017-06-21,0.0
Scotfind,E96ZTKHC,Vicki Laflamme,Won,GTX Basic,2017-03-14,2017-03-17,542.0
Faxquote,RZ08GKZY,Zane Levy,Won,GTXPro,2017-03-14,2017-05-22,5172.0
Massive Dynamic,EK0ZZHKT,Cassey Cress,Lost,MG Advanced,2017-03-15,2017-06-24,0.0
Umbrella Corporation,9U6RAS0M,Cassey Cress,Won,GTX Basic,2017-03-15,2017-03-31,538.0
Betasoloin,3S31RHE5,Cassey Cress,Won,GTXPro,2017-03-15,2017-05-18,4497.0
Codehow,GOM8T4Y4,Darcel Schlecht,Won,GTX Plus Basic,2017-03-15,2017-05-09,1178.0
Treequote,7Z5AVSH6,Darcel Schlecht,Won,GTXPro,2017-03-15,2017-06-21,4969.0
Rangreen,E7OPE1O8,Darcel Schlecht,Won,MG Special,2017-03-15,2017-03-20,60.0
Dontechi,647E6ED0,Darcel Schlecht,Won,MG Advanced,2017-03-15,2017-06-05,2875.0
Cheers,PEX6S873,Elease Gluck,Lost,GTK 500,2017-03-15,2017-05-19,0.0
Donware,M9OTPNII,Garret Kinder,Won,GTX Plus Pro,2017-03-15,2017-05-20,6177.0
Rundofase,EZRICI17,Gladys Colclough,Lost,MG Advanced,2017-03-15,2017-06-28,0.0
Finjob,BAXENBTS,Kary Hendrixson,Lost,GTXPro,2017-03-15,2017-05-06,0.0
Kan-code,086279IX,Kary Hendrixson,Won,GTXPro,2017-03-15,2017-06-14,4369.0
Y-corporation,6EEC9HQQ,Kary Hendrixson,Won,GTXPro,2017-03-15,2017-05-21,4878.0
Genco Pura Olive Oil Company,MHN0SWM2,Lajuana Vencill,Won,GTX Plus Pro,2017-03-15,2017-06-21,4527.0
Xx-holding,8SKE4TT5,Maureen Marcano,Lost,GTX Plus Basic,2017-03-15,2017-05-30,0.0
Cancity,IGELOJ42,Moses Frase,Won,GTX Plus Pro,2017-03-15,2017-06-03,6102.0
Bubba Gump,0LMA8GMJ,Rosie Papadopoulos,Won,GTX Plus Pro,2017-03-15,2017-05-10,4983.0
Isdom,E40RN3MN,Versie Hillebrand,Won,MG Special,2017-03-15,2017-03-25,47.0
Zoomit,093R7PK9,Vicki Laflamme,Won,MG Special,2017-03-15,2017-06-11,52.0
Gekko & Co,I8A9OXP2,Violet Mclelland,Won,GTXPro,2017-03-15,2017-06-25,5031.0
Bioplex,7IFEKEMG,Violet Mclelland,Won,MG Special,2017-03-15,2017-06-06,53.0
Inity,K2KK9SW2,Anna Snelling,Won,GTX Basic,2017-03-16,2017-05-02,550.0
Donquadtech,8SIG4C8X,Boris Faz,Won,GTXPro,2017-03-16,2017-06-06,5223.0
Betasoloin,K4ETVW4H,Boris Faz,Won,MG Special,2017-03-16,2017-05-12,53.0
